dbo;AtendimentoPrazo;12
dbo;ClientesCadastroAcessoAPI;12
dbo;ClientesEmpresa;12
dbo;CnsClientesDescontoPromocionalCreditos;12
dbo;CnsClientesDescontoPromocionalDebitos;12
dbo;CnsCodigosEquivalentes;12
dbo;CnsGerenciamentoContrato;12
dbo;cnsFusionVeiculo;12
dbo;CnsHistoricoComandaAPI;12
dbo;CnsIntegracaoEcommerce;12
dbo;cnsIntegracaoAPICascatinhaEnvioDocumento;12
dbo;CnsIntegracaoEcommerceProdutosCamposVariavel;12
dbo;CnsIntegracaoEcommerceCorreiosRastreamento;11
dbo;CnsFusionProdutos;11
dbo;CnsDiferencaICMSReducao;11
dbo;CnsClientesProspectes;11
dbo;CnsControleEntregaPalete;11
dbo;CnsClientesCadastroAcessoAPI;11
dbo;ClientesDescontoPromocional;11
dbo;CNAE;11
dbo;ClientesCartao;11
dbo;CartaCorrecao;11
dbo;CargasFusionPedidos;11
dbo;CargasConferencia;11
dbo;BoletimRecebimentoDespesas;11
dbo;Bonificacao;11
dbo;AtendimentoAnexos;11
dbo;BorderoDescontoaReceber;11
dbo;CampanhaPesquisa;11
dbo;aReceberCobrancaRepositorio;11
dbo;aReceberAnexos;11
dbo;CnsPaletesProdutos;11
dbo;CnsNotaEntradaCustoAnterior;11
dbo;CnsMovimentoEstoqueNFeDevolucao;11
dbo;CnsMenuFavoritos;11
dbo;cnsMensagemAPPAreceber;11
dbo;CnsMovimentoCalculoUnitarioST;11
dbo;CnsMovimentoConsignado;11
dbo;CTeFerrovias;11
dbo;CTeDestinadoEventos;11
dbo;CorreiosRemessa;11
dbo;ControleEntregaPessoal;11
dbo;ControleEntregaAbastecimento;11
dbo;ContagemFisicaGrade;11
dbo;ControleEntregaColeta;11
dbo;ContratosTransferencias;11
dbo;CobrancasAReceber;11
dbo;ConsultaLayout;11
dbo;ConsultaRelatorio;11
dbo;ConsultaRelatorioEmail;11
dbo;ConferenciaPedidoCompra;11
dbo;MDFeModalRodoviario;11
dbo;MarketingRelacionamentoAnexos;11
dbo;ManifestacaoDestinatario;11
dbo;IntegracaoEcommerce;11
dbo;EmailEnviarAnexo;11
dbo;ErroEndCli100489;11
dbo;FechamentoGMil;11
dbo;Feriados;11
dbo;HistoricoPrecoTabelaPercComissao;11
dbo;IntegradorRotina;11
dbo;ImportacaoRegistro;11
dbo;FiltroFormControles;11
dbo;NotaEntradaDistribFinanceira;11
dbo;NotaFiscalEventos;11
dbo;NotaSaidaCartaCorrecao;11
dbo;MovimentoPneus;11
dbo;MotivoDevolucao;11
dbo;PreOrdemServicoAnexos;11
dbo;PaletesProdutos;11
dbo;PesagemNM;11
dbo;PDVCaixaTipoDocumento;11
dbo;OrdemServicoAnexos;11
dbo;TotaisLote;11
dbo;SintegraECF;11
dbo;SecretariaPortariaEntradaVeiculo;11
dbo;Regioes;11
dbo;ProdutosCalculoPreco;11
dbo;ProducaoControleFase;11
dbo;RDMAnexos;11
dbo;RDMHistorico;11
dbo;RDMObservacao;11
dbo;ProdutosVersoes;11
dbo;ProdutosPromocaoAurora;10
dbo;PropostaVendaServico;10
dbo;RDMBranch;10
dbo;ProducaoControleObservacao;10
dbo;ProducaoFuncionario;10
dbo;RegistroFCIProdutos;10
dbo;RegistroAtivoPermanente;10
dbo;ReciboDespesa;10
dbo;Replicacao;10
dbo;SecretariaQuinhao;10
dbo;Unidades;10
dbo;TransacoesTef;10
dbo;VendedorAutorizacaoDesconto;10
dbo;WMSAreaArmazenagem;10
dbo;WMSOrdemServicoProdutos;10
dbo;TipoDocumentoCartaoCredito;10
dbo;TarefasObservacao;10
dbo;SituacaoPedidoCliente;10
dbo;NotaSaidaDistribFinanceira;10
dbo;NotaSaidaLoteNFSe;10
dbo;NotaSaidaExportacao;10
dbo;PDVReplicacaoExclusao;10
dbo;PedidoCompraDistribFinanceira;10
dbo;PedidoCompraParcelas;10
dbo;PDVCaixaFormaPagamento;10
dbo;MovimentoCaixaBancoAnexos;10
dbo;MovimentoCaixaBancoAPagar;10
dbo;NotaSaidaAnexos;10
dbo;NotaEntradaProdutor;10
dbo;GridPesquisa;10
dbo;Embarques;10
dbo;IntegracaoKPL;10
dbo;LancamentosNM;10
dbo;LoteNFSe;10
dbo;MarketingProdutos;10
dbo;MenuHistorico;10
dbo;MDFeCarregamento;10
dbo;ConsultaRelatorioEmailLog;10
dbo;ConsultaRelatorioFV;10
dbo;ComandaTransferencia;10
dbo;ConciliacaoBancariaSaldo;10
dbo;ControleAcessoAPI;10
dbo;ContratosAnexos;10
dbo;ConsultasUsuario;10
dbo;ConsultaFiltro;10
dbo;ControleEntregaDespesas;10
dbo;CQSRegistros;10
dbo;CQSRegistrosAtendimento;10
dbo;CQSRegistrosRDM;10
dbo;CQSTipoRegistro;10
dbo;CTeComponenteValorComplementado;10
dbo;CTeSerie;10
dbo;CTeVagaoContainer;10
dbo;CTeVagoes;10
dbo;CTeVagoesFerrovias;10
dbo;CnsPassarRDMSprint;10
dbo;AreasMesas;10
dbo;aPagarAutorizacoes;10
dbo;aPagarDevolucao;10
dbo;AgendaEventosAtendimento;10
dbo;AgendaEventosProdutos;10
dbo;CampanhaPesquisaResposta;10
dbo;CargasSituacao;10
dbo;CEPLogradouros;10
dbo;ChequesEmitidos;10
dbo;CnsCEPCidades;10
dbo;CnsaReceberDevolvido;10
dbo;CnsDadosClientePorTokenAPI;10
dbo;CnsControleEntregaProdutosCarga;10
dbo;CnsConcluiRDM;10
dbo;cnsFusionMotorista;10
dbo;cnsIntegracaoAPICascatinhaMensalidades;10
dbo;CnsIntegracaoEcommercePreco;10
dbo;CnsIntegracaoEstoqueProdutoMtrix;10
dbo;CnsIntegracaoProdutosEstoqueDanone;9
dbo;cnsIntegracaoAPICascatinhaPendencia;9
dbo;CnsEtiquetaPedidos;9
dbo;CnsDocumentosPortalDocumentosComparacao;9
dbo;CnsChavesEstrangeiras;9
dbo;CirurgiasProdutos;9
dbo;CargasConferenciaItem;9
dbo;ClientesAnexos;9
dbo;ClasseFinanceiraGM;9
dbo;ClassificacaoRDM;9
dbo;ClienteVendedor;9
dbo;CnsAgendaEventosAtendimento;9
dbo;ClientesSPC;9
dbo;aReceberDevolvido;9
dbo;CnsNotaSaidaImportada;9
dbo;CnsValorICMSReducaoAliquota;9
dbo;CnsTabelaIndices;9
dbo;DespesaCalculoPreco;9
dbo;CTeLacre;9
dbo;CTeCTeContainer;9
dbo;CTeFluxoCarga;9
dbo;CriticaEstoqueItem;9
